 Statistics List (1),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
5,"                    Environment-Friendly Driving Habit (Don't Start or brake Suddenly, 19 years old and over)",Statistics Table,Statistics Korea,2Annual (2016 ~ 2022),"Statistical Database -> Society -> Social Survey -> Environment -> 2008~ -> Environment-Friendly Driving Habit (Don't Start or brake Suddenly, 19 years old and over)", -> B -> B_7 -> D219 -> 101_D219 -> 
5,"                    Environment-Friendly Driving Habit (Drive at Constant Speed, 19 years old and over)",Statistics Table,Statistics Korea,2Annual (2016 ~ 2022),"Statistical Database -> Society -> Social Survey -> Environment -> 2008~ -> Environment-Friendly Driving Habit (Drive at Constant Speed, 19 years old and over)", -> B -> B_7 -> D219 -> 101_D219 -> 
5,"                    Environment-Friendly Driving Habit (Minimize Unnecessary Engine Idling, 19 years old and over)",Statistics Table,Statistics Korea,2Annual (2016 ~ 2022),"Statistical Database -> Society -> Social Survey -> Environment -> 2008~ -> Environment-Friendly Driving Habit (Minimize Unnecessary Engine Idling, 19 years old and over)", -> B -> B_7 -> D219 -> 101_D219 -> 
5,"                    Environment-Friendly Driving Habit (Check Air Pressure of Tire Regularly, 19 years old and over)",Statistics Table,Statistics Korea,2Annual (2016 ~ 2022),"Statistical Database -> Society -> Social Survey -> Environment -> 2008~ -> Environment-Friendly Driving Habit (Check Air Pressure of Tire Regularly, 19 years old and over)", -> B -> B_7 -> D219 -> 101_D219 -> 
5,"                    Environment-Friendly Driving Habit (Don't Load Unnecessary Stuff, 19 years old and over)",Statistics Table,Statistics Korea,2Annual (2016 ~ 2022),"Statistical Database -> Society -> Social Survey -> Environment -> 2008~ -> Environment-Friendly Driving Habit (Don't Load Unnecessary Stuff, 19 years old and over)", -> B -> B_7 -> D219 -> 101_D219 -> 
2,     Time Use Survey,,,,Statistical Database -> Society -> Time Use Survey, -> B -> B_9
3,          Time Use Survey(2019),,,,Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019), -> B -> B_9 -> B_9_002
4,               Average Time,,,,Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Average Time, -> B -> B_9 -> B_9_002 -> B_9_002_001
5,"                    Average Time Spent on Activities, Population Aged 10 Years & Over",Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Average Time -> Average Time Spent on Activities, Population Aged 10 Years & Over", -> B -> B_9 -> B_9_002 -> B_9_002_001 -> 
5,                    Average Time Spent on Activities by Age Group,Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Average Time -> Average Time Spent on Activities by Age Group, -> B -> B_9 -> B_9_002 -> B_9_002_001 -> 
5,                    Students and Non-Students Average Time Spent on Activities,Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Average Time -> Students and Non-Students Average Time Spent on Activities, -> B -> B_9 -> B_9_002 -> B_9_002_001 -> 
5,"                    Average Time Spent on Activities by Marital Status, Population Aged 19 Years & Over",Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Average Time -> Average Time Spent on Activities by Marital Status, Population Aged 19 Years & Over", -> B -> B_9 -> B_9_002 -> B_9_002_001 -> 
5,"                    Average Time Spent on Activities by Employment Status, Population Aged 15 Years & Over",Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Average Time -> Average Time Spent on Activities by Employment Status, Population Aged 15 Years & Over", -> B -> B_9 -> B_9_002 -> B_9_002_001 -> 
4,               Participation Rate,,,,Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Rate, -> B -> B_9 -> B_9_002 -> B_9_002_002
5,"                    Participation Rates in Activities, Population Aged 10 Years & Over",Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Rate -> Participation Rates in Activities, Population Aged 10 Years & Over", -> B -> B_9 -> B_9_002 -> B_9_002_002 -> 
5,                    Participation Rates in Activities by Age Group,Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Rate -> Participation Rates in Activities by Age Group, -> B -> B_9 -> B_9_002 -> B_9_002_002 -> 
5,                    Students and Non-Students Participation Rates in Activities,Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Rate -> Students and Non-Students Participation Rates in Activities, -> B -> B_9 -> B_9_002 -> B_9_002_002 -> 
5,"                    Participation Rates in Activities by Marital Status, Population Aged 19 Years & Over",Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Rate -> Participation Rates in Activities by Marital Status, Population Aged 19 Years & Over", -> B -> B_9 -> B_9_002 -> B_9_002_002 -> 
5,"                    Participation Rates in Activities by Employment Status, Population Aged 15 Years & Over",Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Rate -> Participation Rates in Activities by Employment Status, Population Aged 15 Years & Over", -> B -> B_9 -> B_9_002 -> B_9_002_002 -> 
4,               Participation Average Time Spent On Activities,,,,Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Average Time Spent On Activities, -> B -> B_9 -> B_9_002 -> B_9_002_003
5,"                    Participation Average Time Spent on Activities, Population Aged 10 Years and Over",Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Average Time Spent On Activities -> Participation Average Time Spent on Activities, Population Aged 10 Years and Over", -> B -> B_9 -> B_9_002 -> B_9_002_003 -> 
5,                    Participation Average Time Spent on Activities by Age Group,Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Average Time Spent On Activities -> Participation Average Time Spent on Activities by Age Group, -> B -> B_9 -> B_9_002 -> B_9_002_003 -> 
5,                    Students and Non-Students Participation Average Time Spent on Activities,Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Average Time Spent On Activities -> Students and Non-Students Participation Average Time Spent on Activities, -> B -> B_9 -> B_9_002 -> B_9_002_003 -> 
5,"                    Participation Average Time Spent on Activities by Marital Status, Population Aged 19 Years & Over",Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Average Time Spent On Activities -> Participation Average Time Spent on Activities by Marital Status, Population Aged 19 Years & Over", -> B -> B_9 -> B_9_002 -> B_9_002_003 -> 
5,"                    Participation Average Time Spent on Activities by Employment Status, Population Aged 15 Years & Over",Statistics Table,Statistics Korea,5Annual (2019 ~ 2019),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2019) -> Participation Average Time Spent On Activities -> Participation Average Time Spent on Activities by Employment Status, Population Aged 15 Years & Over", -> B -> B_9 -> B_9_002 -> B_9_002_003 -> 
3,          Time Use Survey(2014),,,,Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014), -> B -> B_9 -> D22_1
4,               Average Time,,,,Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Average Time, -> B -> B_9 -> D22_1 -> D22_1_1
5,"                    Average Time Spent on Activities, Population Aged 10 Years & Over",Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Average Time -> Average Time Spent on Activities, Population Aged 10 Years & Over", -> B -> B_9 -> D22_1 -> D22_1_1 -> 
5,                    Average Time Spent on Activities by Age Group,Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Average Time -> Average Time Spent on Activities by Age Group, -> B -> B_9 -> D22_1 -> D22_1_1 -> 
5,                    Students and Non-Students Average Time Spent on Activities,Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Average Time -> Students and Non-Students Average Time Spent on Activities, -> B -> B_9 -> D22_1 -> D22_1_1 -> 
5,"                    Average Time Spent on Activities by Marital Status, Population Aged 20 Years & Over",Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Average Time -> Average Time Spent on Activities by Marital Status, Population Aged 20 Years & Over", -> B -> B_9 -> D22_1 -> D22_1_1 -> 
5,"                    Average Time Spent on Activities by Employment Status, Population Aged 20 Years & Over",Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Average Time -> Average Time Spent on Activities by Employment Status, Population Aged 20 Years & Over", -> B -> B_9 -> D22_1 -> D22_1_1 -> 
4,               Participation Rates In Activities,,,,Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Participation Rates In Activities, -> B -> B_9 -> D22_1 -> D22_1_2
5,"                    Participation Rates in Activities, Population Aged 10 Years & Over",Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Participation Rates In Activities -> Participation Rates in Activities, Population Aged 10 Years & Over", -> B -> B_9 -> D22_1 -> D22_1_2 -> 
5,                    Participation Rates in Activities by Age Group,Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Participation Rates In Activities -> Participation Rates in Activities by Age Group, -> B -> B_9 -> D22_1 -> D22_1_2 -> 
5,                    Students and Non-Students Participation Rates in Activities,Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Participation Rates In Activities -> Students and Non-Students Participation Rates in Activities, -> B -> B_9 -> D22_1 -> D22_1_2 -> 
5,"                    Participation Rates in Activities by Marital Status, Population Aged 20 Years & Over",Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Participation Rates In Activities -> Participation Rates in Activities by Marital Status, Population Aged 20 Years & Over", -> B -> B_9 -> D22_1 -> D22_1_2 -> 
5,"                    Participation Rates in Activities by Employment Status, Population Aged 20 Years & Over",Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Participation Rates In Activities -> Participation Rates in Activities by Employment Status, Population Aged 20 Years & Over", -> B -> B_9 -> D22_1 -> D22_1_2 -> 
4,               Participant Average Time Spent On Activities,,,,Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Participant Average Time Spent On Activities, -> B -> B_9 -> D22_1 -> D22_1_3
5,"                    Participation Average Time Spent on Activities, Population Aged 10 Years and Over",Statistics Table,Statistics Korea,5Annual (2014 ~ 2014),"Statistical Database -> Society -> Time Use Survey -> Time Use Survey(2014) -> Participant Average Time Spent On Activities -> Participation Average Time Spent on Activities, Population Aged 10 Years and Over", -> B -> B_9 -> D22_1 -> D22_1_3 -> 
